transaction_id,customer_id,card_id,account_id,timestamp,ingestion_timestamp,amount,currency,transaction_type,payment_channel,card_present,international_transaction,installment,is_recurring,merchant_id,merchant_category,device_id,device_type,operating_system,browser,country,state,city,latitude,longitude,ip_country,ip_region,ip_city,is_fraud,fraud_category,fraud_subcategory
TXN_008340,CUST_02126,CARD_01448,ACC_01448,2026-01-01 04:20:00,2026-01-01 04:20:02,2541.26,INR,PURCHASE,WEB,1,0,0,0,MERCH_1121,Food,DEV_00933,DESKTOP,Windows,Edge,India,Telangana,Hyderabad,17.38886240508328,78.48397598872681,India,Telangana,Hyderabad,0,NONE,NONE
TXN_005931,CUST_00275,CARD_01722,ACC_01722,2026-01-01 04:22:00,2026-01-01 04:22:05,4205.0,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0885,Gaming,DEV_02781,MOBILE,Android,Chrome,India,Delhi,Delhi,28.606517434233833,77.22165278580464,India,Delhi,Delhi,0,NONE,NONE
TXN_002749,CUST_01409,CARD_01089,ACC_01089,2026-01-01 04:56:00,2026-01-01 04:56:05,3205.94,INR,PURCHASE,POS,1,0,0,0,MERCH_0875,Electronics,DEV_01635,DESKTOP,Windows,Firefox,India,Telangana,Hyderabad,17.363140246398025,78.49479730403507,India,Telangana,Hyderabad,0,NONE,NONE
TXN_005046,CUST_01206,CARD_02345,ACC_02345,2026-01-01 04:57:00,2026-01-01 04:57:00,1355.85,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_1162,Entertainment,DEV_01555,DESKTOP,Android,Safari,India,Maharashtra,Pune,18.49192390230343,73.85485974342059,India,Maharashtra,Pune,0,NONE,NONE
TXN_003706,CUST_00456,CARD_04713,ACC_04713,2026-01-01 05:25:00,2026-01-01 05:25:04,866.01,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0823,Food,DEV_02388,DESKTOP,Windows,Chrome,India,Rajasthan,Jaipur,26.894990273064074,75.80273154494859,India,Rajasthan,Jaipur,0,NONE,NONE
TXN_014010,CUST_00118,CARD_03278,ACC_03278,2026-01-01 05:26:00,2026-01-01 05:26:00,3657.48,INR,PURCHASE,WEB,1,0,0,0,MERCH_1031,Clothing,DEV_00704,MOBILE,Android,Chrome,India,Karnataka,Bengaluru,12.99432294935411,77.61069754226715,India,Karnataka,Bengaluru,0,NONE,NONE
TXN_003771,CUST_01555,CARD_01093,ACC_01093,2026-01-01 05:31:00,2026-01-01 05:31:08,2271.66,INR,PURCHASE,POS,1,0,0,1,MERCH_0056,Food,DEV_03201,DESKTOP,Android,Chrome,India,Rajasthan,Jaipur,26.901671362683693,75.75858428576129,India,Rajasthan,Jaipur,0,NONE,NONE
TXN_013199,CUST_00041,CARD_02003,ACC_02003,2026-01-01 05:45:00,2026-01-01 05:45:08,1153.7,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0981,Clothing,DEV_02092,MOBILE,iOS,Safari,India,Maharashtra,Pune,18.541225370010732,73.85359716298424,India,Maharashtra,Pune,0,NONE,NONE
TXN_013031,CUST_00074,CARD_01118,ACC_01118,2026-01-01 06:55:00,2026-01-01 06:55:01,2535.17,INR,PURCHASE,POS,1,0,0,0,MERCH_0019,Travel,DEV_03283,MOBILE,macOS,Edge,India,Telangana,Hyderabad,17.375371932748383,78.50456302059796,India,Telangana,Hyderabad,0,NONE,NONE
TXN_006503,CUST_00442,CARD_03544,ACC_03544,2026-01-01 07:44:00,2026-01-01 07:44:02,3386.56,INR,ATM,POS,0,0,0,0,MERCH_0753,Online_Shopping,DEV_03223,DESKTOP,macOS,Firefox,India,Delhi,Delhi,28.613727379468294,77.22089055172002,India,Delhi,Delhi,0,NONE,NONE
TXN_007405,CUST_01359,CARD_04045,ACC_04045,2026-01-01 07:47:00,2026-01-01 07:47:06,3114.08,INR,PURCHASE,WEB,1,0,0,0,MERCH_0667,Utilities,DEV_00224,MOBILE,Android,Edge,India,West Bengal,Kolkata,22.590880184598014,88.38531600327259,India,West Bengal,Kolkata,0,NONE,NONE
TXN_005967,CUST_01560,CARD_01340,ACC_01340,2026-01-01 07:49:00,2026-01-01 07:49:00,811.39,INR,PURCHASE,POS,1,0,0,1,MERCH_0116,Gaming,DEV_02860,DESKTOP,Windows,Chrome,India,Tamil Nadu,Chennai,13.109172522993367,80.27947721703603,India,Tamil Nadu,Chennai,0,NONE,NONE
TXN_008531,CUST_00519,CARD_04819,ACC_04819,2026-01-01 07:58:00,2026-01-01 07:58:08,773.97,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_1045,Travel,DEV_02430,MOBILE,iOS,Edge,India,Gujarat,Surat,21.146716899501943,72.81010958975912,India,Gujarat,Surat,0,NONE,NONE
TXN_004399,CUST_01403,CARD_02907,ACC_02907,2026-01-01 07:59:00,2026-01-01 07:59:06,2458.9,INR,PURCHASE,POS,1,0,0,0,MERCH_0268,Grocery,DEV_02418,MOBILE,Android,Firefox,India,Maharashtra,Mumbai,19.089723338777066,72.87990185806287,India,Maharashtra,Mumbai,0,NONE,NONE
TXN_013208,CUST_02385,CARD_02106,ACC_02106,2026-01-01 08:02:00,2026-01-01 08:02:05,2165.09,INR,ATM,MOBILE,0,0,1,0,MERCH_0649,Healthcare,DEV_00593,MOBILE,Android,Safari,India,Tamil Nadu,Chennai,13.078337610711891,80.28223210170056,India,Tamil Nadu,Chennai,0,NONE,NONE
TXN_010523,CUST_01585,CARD_04140,ACC_04140,2026-01-01 08:09:00,2026-01-01 08:09:04,2934.89,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_0195,Healthcare,DEV_02150,MOBILE,macOS,Chrome,India,Delhi,Delhi,28.621498970420863,77.21326468298759,India,Delhi,Delhi,0,NONE,NONE
TXN_000745,CUST_02043,CARD_01527,ACC_01527,2026-01-01 08:12:00,2026-01-01 08:12:03,3551.57,INR,ONLINE_PURCHASE,WEB,0,0,0,1,MERCH_0579,Fuel,DEV_00209,MOBILE,iOS,Chrome,India,Maharashtra,Mumbai,19.088515103317356,72.87528489733994,India,Maharashtra,Mumbai,0,NONE,NONE
TXN_002678,CUST_01960,CARD_03463,ACC_03463,2026-01-01 08:13:00,2026-01-01 08:13:03,2519.26,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0725,Travel,DEV_01892,TABLET,macOS,Chrome,India,Gujarat,Surat,21.15346748818931,72.81939824827556,India,Gujarat,Surat,0,NONE,NONE
TXN_007301,CUST_02188,CARD_01868,ACC_01868,2026-01-01 09:46:00,2026-01-01 09:46:04,17832.54,INR,PURCHASE,WEB,1,0,0,0,MERCH_0673,Hospitality,DEV_03304,MOBILE,iOS,Chrome,India,Delhi,Delhi,28.626110548306176,77.1935961374599,India,Delhi,Delhi,0,NONE,NONE
TXN_005027,CUST_01147,CARD_01826,ACC_01826,2026-01-01 09:51:00,2026-01-01 09:51:01,60008.43,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_0499,Grocery,DEV_02169,DESKTOP,iOS,Chrome,India,Karnataka,Bengaluru,13.000582144191725,77.58402677840296,India,Karnataka,Bengaluru,1,AMOUNT_ANOMALY,SUDDEN_HIGH_VALUE
TXN_005970,CUST_01131,CARD_04922,ACC_04922,2026-01-01 10:20:00,2026-01-01 10:20:04,1058.75,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0583,Clothing,DEV_01857,DESKTOP,Windows,Chrome,India,Gujarat,Surat,21.166206569906905,72.86389054747002,India,Gujarat,Surat,0,NONE,NONE
TXN_014627,CUST_02244,CARD_03644,ACC_03644,2026-01-01 10:49:00,2026-01-01 10:49:06,704.5,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0055,Grocery,DEV_02668,DESKTOP,Android,Safari,India,Tamil Nadu,Chennai,13.123210999326332,80.27852145727597,India,Tamil Nadu,Chennai,0,NONE,NONE
TXN_007689,CUST_00822,CARD_03829,ACC_03829,2026-01-01 10:59:00,2026-01-01 10:59:03,9278.32,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_1171,Food,DEV_02226,MOBILE,Android,Chrome,India,Karnataka,Bengaluru,12.969014845294687,77.57843962446961,India,Karnataka,Bengaluru,0,NONE,NONE
TXN_011743,CUST_01335,CARD_00749,ACC_00749,2026-01-01 11:21:00,2026-01-01 11:21:05,1602.37,INR,PURCHASE,POS,1,0,0,0,MERCH_0819,Hospitality,DEV_01249,MOBILE,macOS,Chrome,India,Telangana,Hyderabad,17.38044779158251,78.48589930282903,India,Telangana,Hyderabad,0,NONE,NONE
TXN_009622,CUST_01759,CARD_02237,ACC_02237,2026-01-01 11:37:00,2026-01-01 11:37:03,2451.32,INR,PURCHASE,MOBILE,1,1,0,0,MERCH_0091,Grocery,DEV_00814,DESKTOP,Android,Chrome,India,West Bengal,Kolkata,22.574601245596526,88.34185058340275,India,West Bengal,Kolkata,0,NONE,NONE
TXN_004282,CUST_02220,CARD_00823,ACC_00823,2026-01-01 11:43:00,2026-01-01 11:43:01,8420.6,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0032,Online_Shopping,DEV_00802,MOBILE,Windows,Safari,India,Delhi,Delhi,28.61430306876943,77.20802493273533,India,Delhi,Delhi,0,NONE,NONE
TXN_011441,CUST_01013,CARD_01508,ACC_01508,2026-01-01 11:49:00,2026-01-01 11:49:01,1055.54,INR,PURCHASE,POS,1,0,0,0,MERCH_0594,Hospitality,DEV_00572,MOBILE,Windows,Safari,India,West Bengal,Kolkata,22.574904954339615,88.35332860154796,India,West Bengal,Kolkata,0,NONE,NONE
TXN_006594,CUST_01635,CARD_00408,ACC_00408,2026-01-01 11:53:00,2026-01-01 11:53:05,2104.93,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0117,Food,DEV_00193,MOBILE,Android,Chrome,India,Karnataka,Bengaluru,12.982754250910478,77.57962792468446,India,Karnataka,Bengaluru,0,NONE,NONE
TXN_012346,CUST_00709,CARD_01003,ACC_01003,2026-01-01 12:07:00,2026-01-01 12:07:02,3756.64,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0525,Grocery,DEV_03472,MOBILE,Android,Chrome,India,West Bengal,Kolkata,22.561610831810185,88.36265931834718,India,West Bengal,Kolkata,0,NONE,NONE
TXN_014271,CUST_00349,CARD_01850,ACC_01850,2026-01-01 12:16:00,2026-01-01 12:16:05,407.97,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_0075,Fuel,DEV_00932,MOBILE,iOS,Safari,India,Gujarat,Surat,21.135893090362924,72.84976249139874,India,Gujarat,Surat,0,NONE,NONE
TXN_003211,CUST_01547,CARD_02564,ACC_02564,2026-01-01 12:32:00,2026-01-01 12:32:04,5927.11,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0939,Clothing,DEV_02921,DESKTOP,macOS,Edge,India,Maharashtra,Mumbai,19.076888556056087,72.86047252103528,India,Maharashtra,Mumbai,0,NONE,NONE
TXN_011461,CUST_00300,CARD_03728,ACC_03728,2026-01-01 13:11:00,2026-01-01 13:11:08,1143.24,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_1094,Fuel,DEV_01036,TABLET,Android,Edge,India,Maharashtra,Pune,18.53741600720167,73.86875078881543,India,Maharashtra,Pune,0,NONE,NONE
TXN_004420,CUST_01979,CARD_02492,ACC_02492,2026-01-01 13:29:00,2026-01-01 13:29:00,876.61,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0782,Fuel,DEV_02592,MOBILE,Android,Safari,India,Delhi,Delhi,28.630588046743053,77.19216559420094,India,Delhi,Delhi,0,NONE,NONE
TXN_004907,CUST_00111,CARD_03487,ACC_03487,2026-01-01 13:49:00,2026-01-01 13:49:00,1035.07,INR,PURCHASE,POS,1,1,1,0,MERCH_0603,Fuel,DEV_03167,DESKTOP,Android,Chrome,India,Telangana,Hyderabad,17.393852570460357,78.49025753712067,India,Telangana,Hyderabad,0,NONE,NONE
TXN_001806,CUST_01184,CARD_00304,ACC_00304,2026-01-01 15:53:00,2026-01-01 15:53:04,1106.94,INR,PURCHASE,POS,1,0,0,1,MERCH_1111,Online_Shopping,DEV_02412,MOBILE,Windows,Edge,India,Tamil Nadu,Chennai,13.101749302334328,80.25257613387569,India,Tamil Nadu,Chennai,0,NONE,NONE
TXN_014054,CUST_01111,CARD_01532,ACC_01532,2026-01-01 16:01:00,2026-01-01 16:01:06,3857.51,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0628,Entertainment,DEV_00268,MOBILE,Android,Safari,India,Delhi,Delhi,28.599713322995527,77.19564655276817,India,Delhi,Delhi,0,NONE,NONE
TXN_009878,CUST_00470,CARD_04852,ACC_04852,2026-01-01 16:04:00,2026-01-01 16:04:00,6415.66,INR,PURCHASE,POS,1,0,0,0,MERCH_0623,Entertainment,DEV_02992,MOBILE,Android,Chrome,India,Karnataka,Bengaluru,12.959330883117422,77.59977198645879,India,Karnataka,Bengaluru,0,NONE,NONE
TXN_012148,CUST_01950,CARD_03120,ACC_03120,2026-01-01 16:08:00,2026-01-01 16:08:06,1008.24,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0693,Fuel,DEV_00002,DESKTOP,iOS,Chrome,India,Maharashtra,Mumbai,19.095866314436655,72.86619695144071,India,Maharashtra,Mumbai,0,NONE,NONE
TXN_012059,CUST_01117,CARD_04394,ACC_04394,2026-01-01 16:32:00,2026-01-01 16:32:02,4874.0,INR,PURCHASE,WEB,1,0,0,0,MERCH_1073,Gaming,DEV_01119,MOBILE,Windows,Chrome,India,West Bengal,Kolkata,22.570259543342846,88.34309717008182,India,West Bengal,Kolkata,0,NONE,NONE
TXN_011210,CUST_01959,CARD_03917,ACC_03917,2026-01-01 16:39:00,2026-01-01 16:39:03,4260.76,INR,PURCHASE,POS,1,0,0,0,MERCH_0763,Electronics,DEV_02881,MOBILE,Android,Chrome,India,Gujarat,Ahmedabad,23.024944747097248,72.56460786557047,India,Gujarat,Ahmedabad,0,NONE,NONE
TXN_001174,CUST_02373,CARD_00825,ACC_00825,2026-01-01 17:09:00,2026-01-01 17:09:07,3352.8,INR,PURCHASE,WEB,1,0,0,0,MERCH_1047,Grocery,DEV_01962,MOBILE,iOS,Safari,India,Maharashtra,Pune,18.521775784246223,73.85388235769905,India,Maharashtra,Pune,0,NONE,NONE
TXN_007303,CUST_01875,CARD_02838,ACC_02838,2026-01-01 17:10:00,2026-01-01 17:10:08,2588.6,INR,ATM,POS,0,0,1,0,MERCH_0763,Food,DEV_00991,DESKTOP,Android,Chrome,India,Delhi,Delhi,28.614275125086046,77.23112934425276,India,Delhi,Delhi,0,NONE,NONE
TXN_005327,CUST_00071,CARD_04419,ACC_04419,2026-01-01 17:25:00,2026-01-01 17:25:02,6236.23,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0642,Grocery,DEV_03132,TABLET,Android,Chrome,India,Telangana,Hyderabad,17.377431596403387,78.47549137289246,India,Telangana,Hyderabad,0,NONE,NONE
TXN_005404,CUST_02454,CARD_03036,ACC_03036,2026-01-01 18:22:00,2026-01-01 18:22:05,2853.03,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0802,Food,DEV_01660,MOBILE,iOS,Chrome,India,West Bengal,Kolkata,22.591360404237435,88.36078344932487,India,West Bengal,Kolkata,0,NONE,NONE
TXN_005643,CUST_00397,CARD_00111,ACC_00111,2026-01-01 18:22:00,2026-01-01 18:22:08,1776.63,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0613,Entertainment,DEV_02934,DESKTOP,macOS,Firefox,India,West Bengal,Kolkata,22.575203079762957,88.38185743916243,India,West Bengal,Kolkata,0,NONE,NONE
TXN_000747,CUST_00079,CARD_00563,ACC_00563,2026-01-01 19:50:00,2026-01-01 19:50:08,796.21,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0224,Electronics,DEV_01437,MOBILE,iOS,Chrome,India,Maharashtra,Mumbai,19.053203492328834,72.90358243043266,India,Maharashtra,Mumbai,0,NONE,NONE
TXN_009958,CUST_01710,CARD_03046,ACC_03046,2026-01-01 19:57:00,2026-01-01 19:57:01,2228.23,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_1003,Online_Shopping,DEV_01127,MOBILE,Windows,Chrome,India,Delhi,Delhi,28.63609536786327,77.2001471926309,India,Delhi,Delhi,0,NONE,NONE
TXN_004932,CUST_00559,CARD_03719,ACC_03719,2026-01-01 20:56:00,2026-01-01 20:56:06,10487.73,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0986,Hospitality,DEV_02535,MOBILE,iOS,Chrome,India,Delhi,Delhi,28.604797729809054,77.20653969163656,India,Delhi,Delhi,0,NONE,NONE
TXN_012211,CUST_02371,CARD_01273,ACC_01273,2026-01-01 21:10:00,2026-01-01 21:10:00,1836.9,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0483,Clothing,DEV_02914,MOBILE,macOS,Firefox,India,Gujarat,Ahmedabad,23.015004813265982,72.58419385420191,India,Gujarat,Ahmedabad,0,NONE,NONE
TXN_006515,CUST_01400,CARD_00144,ACC_00144,2026-01-01 21:14:00,2026-01-01 21:14:06,1700.8,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_1021,Food,DEV_00011,MOBILE,Android,Edge,India,Tamil Nadu,Chennai,13.079099644759207,80.25845558629337,India,Tamil Nadu,Chennai,1,NETWORK,SHARED_DEVICE
TXN_004909,CUST_02139,CARD_03820,ACC_03820,2026-01-01 21:31:00,2026-01-01 21:31:00,2908.65,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_0427,Gaming,DEV_03488,MOBILE,Windows,Edge,India,Gujarat,Ahmedabad,23.014797732299122,72.54279326855921,India,Gujarat,Ahmedabad,0,NONE,NONE
TXN_012570,CUST_01023,CARD_03216,ACC_03216,2026-01-01 21:41:00,2026-01-01 21:41:08,4102.44,INR,ONLINE_PURCHASE,WEB,0,0,0,1,MERCH_0307,Healthcare,DEV_01424,DESKTOP,macOS,Chrome,India,Maharashtra,Pune,18.547148712701816,73.84342392662774,India,Maharashtra,Pune,0,NONE,NONE
TXN_010405,CUST_01092,CARD_01767,ACC_01767,2026-01-01 22:11:00,2026-01-01 22:11:08,1543.78,INR,PURCHASE,WEB,1,0,1,0,MERCH_0471,Utilities,DEV_00560,MOBILE,Android,Chrome,India,Delhi,Delhi,28.62753493255105,77.19240785750235,India,Delhi,Delhi,0,NONE,NONE
TXN_014538,CUST_01987,CARD_01762,ACC_01762,2026-01-01 22:19:00,2026-01-01 22:19:02,3073.13,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_0285,Travel,DEV_00018,MOBILE,Android,Chrome,India,Telangana,Hyderabad,17.36158677229658,78.48074619231944,India,Telangana,Hyderabad,0,NONE,NONE
TXN_003908,CUST_01750,CARD_01197,ACC_01197,2026-01-01 23:12:00,2026-01-01 23:12:00,1621.99,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_0154,Online_Shopping,DEV_01085,MOBILE,macOS,Safari,India,Karnataka,Bengaluru,12.938810079054589,77.6066945083499,India,Karnataka,Bengaluru,0,NONE,NONE
TXN_003184,CUST_01043,CARD_02303,ACC_02303,2026-01-01 23:15:00,2026-01-01 23:15:01,1933.81,INR,PURCHASE,POS,1,0,1,0,MERCH_1174,Fuel,DEV_00536,MOBILE,Android,Chrome,India,Rajasthan,Jaipur,26.90355209262065,75.75243530398953,India,Rajasthan,Jaipur,0,NONE,NONE
TXN_009750,CUST_00313,CARD_02290,ACC_02290,2026-01-02 00:05:00,2026-01-02 00:05:08,1459.68,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0823,Gaming,DEV_02468,TABLET,macOS,Firefox,India,Gujarat,Ahmedabad,23.02019585709073,72.54123109296393,India,Gujarat,Ahmedabad,0,NONE,NONE
TXN_011954,CUST_02339,CARD_03979,ACC_03979,2026-01-02 00:06:00,2026-01-02 00:06:04,1234.7,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_1051,Gaming,DEV_00834,DESKTOP,Android,Chrome,India,Maharashtra,Mumbai,19.09878052613124,72.89218694252199,India,Maharashtra,Mumbai,0,NONE,NONE
TXN_001757,CUST_00083,CARD_01468,ACC_01468,2026-01-02 00:39:00,2026-01-02 00:39:03,1401.15,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_1189,Grocery,DEV_02816,MOBILE,Windows,Chrome,India,Tamil Nadu,Chennai,13.063549856572658,80.28934843714444,India,Tamil Nadu,Chennai,0,NONE,NONE
TXN_009597,CUST_00943,CARD_03424,ACC_03424,2026-01-02 01:00:00,2026-01-02 01:00:08,994.65,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_1114,Clothing,DEV_02895,DESKTOP,Windows,Safari,India,Gujarat,Ahmedabad,23.02732652487451,72.55956273397534,India,Gujarat,Ahmedabad,0,NONE,NONE
TXN_001286,CUST_02349,CARD_03357,ACC_03357,2026-01-02 01:48:00,2026-01-02 01:48:03,2010.5,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_0474,Clothing,DEV_01958,DESKTOP,macOS,Chrome,India,Gujarat,Ahmedabad,23.014521863106467,72.56709940517294,India,Gujarat,Ahmedabad,0,NONE,NONE
TXN_011320,CUST_01946,CARD_00590,ACC_00590,2026-01-02 02:22:00,2026-01-02 02:22:01,10211.53,INR,PURCHASE,MOBILE,1,0,0,1,MERCH_0107,Food,DEV_01242,MOBILE,Windows,Firefox,India,Maharashtra,Mumbai,19.08717426195811,72.85768293119371,India,Maharashtra,Mumbai,0,NONE,NONE
TXN_013857,CUST_01062,CARD_03409,ACC_03409,2026-01-02 02:25:00,2026-01-02 02:25:05,792.1,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_0137,Electronics,DEV_02344,MOBILE,iOS,Safari,India,Gujarat,Surat,21.164386166874774,72.82917003881461,India,Gujarat,Surat,1,VELOCITY,RAPID_TRANSACTIONS
TXN_004995,CUST_00939,CARD_03248,ACC_03248,2026-01-02 02:54:00,2026-01-02 02:54:03,1684.11,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0144,Electronics,DEV_02313,MOBILE,Windows,Chrome,India,Maharashtra,Pune,18.50775641245303,73.86605014536067,India,Maharashtra,Pune,0,NONE,NONE
TXN_004680,CUST_02277,CARD_03693,ACC_03693,2026-01-02 03:00:00,2026-01-02 03:00:06,5248.98,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0331,Fuel,DEV_00026,DESKTOP,iOS,Chrome,India,Delhi,Delhi,28.638648758355483,77.20970216415682,India,Delhi,Delhi,1,NETWORK,SHARED_DEVICE
TXN_011256,CUST_00570,CARD_04156,ACC_04156,2026-01-02 03:28:00,2026-01-02 03:28:04,5809.03,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0067,Clothing,DEV_00402,DESKTOP,macOS,Firefox,India,Telangana,Hyderabad,17.365586357890624,78.47387880702344,India,Telangana,Hyderabad,0,NONE,NONE
TXN_010991,CUST_02214,CARD_00037,ACC_00037,2026-01-02 03:57:00,2026-01-02 03:57:03,5236.25,INR,PURCHASE,POS,1,0,0,0,MERCH_1183,Fuel,DEV_01466,MOBILE,Windows,Safari,India,Gujarat,Surat,21.164314317150566,72.84418753029372,India,Gujarat,Surat,0,NONE,NONE
TXN_010496,CUST_02132,CARD_01803,ACC_01803,2026-01-02 04:10:00,2026-01-02 04:10:03,837.13,INR,PURCHASE,POS,1,0,0,0,MERCH_0188,Entertainment,DEV_01132,MOBILE,Android,Safari,India,Telangana,Hyderabad,17.399645392006732,78.47611647738731,India,Telangana,Hyderabad,1,DEVICE,NEW_DEVICE
