transaction_id,is_fraud,fraud_category,fraud_subcategory
TXN_009655,0,NONE,NONE
TXN_005758,0,NONE,NONE
TXN_002065,0,NONE,NONE
TXN_000075,0,NONE,NONE
TXN_004840,0,NONE,NONE
TXN_002253,0,NONE,NONE
TXN_005604,0,NONE,NONE
TXN_003839,0,NONE,NONE
TXN_007626,0,NONE,NONE
TXN_012453,0,NONE,NONE
TXN_012792,0,NONE,NONE
TXN_004662,0,NONE,NONE
TXN_001815,0,NONE,NONE
TXN_000359,0,NONE,NONE
TXN_007466,0,NONE,NONE
TXN_008789,1,CARD_TESTING,MICRO_TRANSACTIONS
TXN_002884,0,NONE,NONE
TXN_008013,0,NONE,NONE
TXN_014350,1,MERCHANT,UNUSUAL_MERCHANT
TXN_007795,0,NONE,NONE
TXN_006871,0,NONE,NONE
TXN_000082,1,NETWORK,SHARED_DEVICE
TXN_013117,0,NONE,NONE
TXN_001913,0,NONE,NONE
TXN_011528,0,NONE,NONE
TXN_002405,0,NONE,NONE
TXN_001561,0,NONE,NONE
TXN_007169,0,NONE,NONE
TXN_012068,0,NONE,NONE
TXN_011422,0,NONE,NONE
TXN_012618,0,NONE,NONE
TXN_002958,0,NONE,NONE
TXN_014964,0,NONE,NONE
TXN_000963,0,NONE,NONE
TXN_004741,0,NONE,NONE
TXN_004605,0,NONE,NONE
TXN_012693,0,NONE,NONE
TXN_012385,0,NONE,NONE
TXN_000499,0,NONE,NONE
TXN_009378,0,NONE,NONE
TXN_001272,0,NONE,NONE
TXN_003987,0,NONE,NONE
TXN_003444,1,SEQUENTIAL,MICRO_TO_LARGE_ESCALATION
TXN_010470,0,NONE,NONE
TXN_013217,0,NONE,NONE
TXN_014390,0,NONE,NONE
TXN_013301,0,NONE,NONE
TXN_010198,1,CARD_TESTING,MICRO_TRANSACTIONS
TXN_009236,0,NONE,NONE
TXN_006336,0,NONE,NONE
TXN_013108,0,NONE,NONE
TXN_001427,0,NONE,NONE
TXN_014296,0,NONE,NONE
TXN_007813,0,NONE,NONE
TXN_008995,0,NONE,NONE
TXN_001377,1,VELOCITY,RAPID_TRANSACTIONS
TXN_011607,1,DEVICE,NEW_DEVICE
TXN_010949,0,NONE,NONE
TXN_007246,0,NONE,NONE
TXN_005435,1,MERCHANT,UNUSUAL_MERCHANT
TXN_001551,0,NONE,NONE
TXN_014893,0,NONE,NONE
TXN_014453,0,NONE,NONE
TXN_007456,0,NONE,NONE
TXN_013570,0,NONE,NONE
TXN_012889,0,NONE,NONE
TXN_002902,0,NONE,NONE
TXN_003954,0,NONE,NONE
TXN_013948,0,NONE,NONE
TXN_012795,0,NONE,NONE
TXN_001698,0,NONE,NONE
TXN_000131,0,NONE,NONE
TXN_012064,0,NONE,NONE
TXN_002597,0,NONE,NONE
TXN_009614,0,NONE,NONE
TXN_001907,0,NONE,NONE
TXN_003010,0,NONE,NONE
TXN_009921,0,NONE,NONE
TXN_008890,0,NONE,NONE
TXN_001354,0,NONE,NONE
TXN_005680,0,NONE,NONE
TXN_003787,0,NONE,NONE
TXN_011513,0,NONE,NONE
TXN_013439,0,NONE,NONE
TXN_006489,0,NONE,NONE
TXN_014311,0,NONE,NONE
TXN_013997,1,NETWORK,SHARED_DEVICE
TXN_013253,0,NONE,NONE
TXN_010530,0,NONE,NONE
TXN_006081,0,NONE,NONE
TXN_006907,0,NONE,NONE
TXN_006966,0,NONE,NONE
TXN_013519,0,NONE,NONE
TXN_005548,0,NONE,NONE
TXN_006038,0,NONE,NONE
TXN_003223,0,NONE,NONE
TXN_010520,0,NONE,NONE
TXN_009971,0,NONE,NONE
TXN_001581,0,NONE,NONE
TXN_001956,0,NONE,NONE
TXN_000083,0,NONE,NONE
TXN_000934,0,NONE,NONE
TXN_007141,0,NONE,NONE
TXN_009004,0,NONE,NONE
TXN_009064,0,NONE,NONE
TXN_002877,0,NONE,NONE
TXN_012376,0,NONE,NONE
TXN_004819,1,TIME_ANOMALY,UNUSUAL_HOUR
TXN_010235,0,NONE,NONE
TXN_014366,0,NONE,NONE
TXN_000820,0,NONE,NONE
TXN_008030,0,NONE,NONE
TXN_004244,1,DEVICE,NEW_DEVICE
TXN_007315,0,NONE,NONE
TXN_007985,1,CARD_TESTING,MICRO_TRANSACTIONS
TXN_013842,0,NONE,NONE
TXN_002883,0,NONE,NONE
TXN_009433,0,NONE,NONE
TXN_006984,0,NONE,NONE
TXN_001216,0,NONE,NONE
TXN_003549,0,NONE,NONE
TXN_008069,0,NONE,NONE
TXN_007095,0,NONE,NONE
TXN_004614,0,NONE,NONE
TXN_004489,0,NONE,NONE
TXN_005275,0,NONE,NONE
TXN_008559,0,NONE,NONE
TXN_006825,0,NONE,NONE
TXN_006460,0,NONE,NONE
TXN_001083,0,NONE,NONE
TXN_009316,0,NONE,NONE
TXN_014808,0,NONE,NONE
TXN_001599,0,NONE,NONE
TXN_007046,0,NONE,NONE
TXN_014048,0,NONE,NONE
TXN_014367,1,DEVICE,NEW_DEVICE
TXN_012459,0,NONE,NONE
TXN_014196,0,NONE,NONE
TXN_001743,0,NONE,NONE
TXN_014570,0,NONE,NONE
TXN_012136,0,NONE,NONE
TXN_003682,0,NONE,NONE
TXN_005379,0,NONE,NONE
TXN_013763,0,NONE,NONE
TXN_001932,0,NONE,NONE
TXN_000265,0,NONE,NONE
TXN_004430,0,NONE,NONE
TXN_009744,0,NONE,NONE
TXN_004981,0,NONE,NONE
TXN_005631,0,NONE,NONE
TXN_000579,0,NONE,NONE
TXN_004562,0,NONE,NONE
TXN_014975,1,NETWORK,SHARED_DEVICE
TXN_010011,0,NONE,NONE
TXN_010607,0,NONE,NONE
TXN_004747,0,NONE,NONE
TXN_003236,0,NONE,NONE
TXN_002612,0,NONE,NONE
TXN_004805,0,NONE,NONE
TXN_014667,0,NONE,NONE
TXN_011063,0,NONE,NONE
TXN_010615,0,NONE,NONE
TXN_014081,0,NONE,NONE
TXN_003142,0,NONE,NONE
TXN_012151,0,NONE,NONE
TXN_013821,0,NONE,NONE
TXN_010750,0,NONE,NONE
TXN_014067,0,NONE,NONE
TXN_010002,0,NONE,NONE
TXN_010926,0,NONE,NONE
TXN_010086,0,NONE,NONE
TXN_007267,0,NONE,NONE
TXN_013128,0,NONE,NONE
TXN_000960,1,TIME_ANOMALY,UNUSUAL_HOUR
TXN_013925,0,NONE,NONE
TXN_011972,0,NONE,NONE
TXN_003025,0,NONE,NONE
TXN_005790,0,NONE,NONE
TXN_001928,0,NONE,NONE
TXN_003605,1,DEVICE,NEW_DEVICE
TXN_012695,0,NONE,NONE
TXN_004868,1,GEOGRAPHIC,IMPOSSIBLE_TRAVEL
TXN_003595,0,NONE,NONE
TXN_005515,0,NONE,NONE
TXN_009388,0,NONE,NONE
TXN_001577,0,NONE,NONE
TXN_009443,0,NONE,NONE
TXN_006355,0,NONE,NONE
TXN_000748,0,NONE,NONE
TXN_003140,0,NONE,NONE
TXN_013817,0,NONE,NONE
TXN_004202,1,MERCHANT,UNUSUAL_MERCHANT
TXN_001911,1,AMOUNT_ANOMALY,SUDDEN_HIGH_VALUE
TXN_002550,0,NONE,NONE
TXN_009428,0,NONE,NONE
TXN_012108,0,NONE,NONE
TXN_002499,0,NONE,NONE
TXN_009201,0,NONE,NONE
TXN_013865,0,NONE,NONE
TXN_014861,0,NONE,NONE
TXN_014150,0,NONE,NONE
TXN_006186,0,NONE,NONE
TXN_006365,0,NONE,NONE
TXN_002525,0,NONE,NONE
TXN_000827,1,CARD_TESTING,MICRO_TRANSACTIONS
TXN_012777,0,NONE,NONE
TXN_001063,0,NONE,NONE
TXN_001774,0,NONE,NONE
TXN_009561,0,NONE,NONE
TXN_011059,0,NONE,NONE
TXN_010202,0,NONE,NONE
TXN_010345,0,NONE,NONE
TXN_009951,0,NONE,NONE
TXN_011282,0,NONE,NONE
TXN_003178,0,NONE,NONE
TXN_003751,0,NONE,NONE
TXN_002187,0,NONE,NONE
TXN_004401,0,NONE,NONE
TXN_004445,0,NONE,NONE
TXN_007834,0,NONE,NONE
TXN_006723,0,NONE,NONE
TXN_012127,0,NONE,NONE
TXN_003403,0,NONE,NONE
TXN_008591,0,NONE,NONE
TXN_010978,0,NONE,NONE
TXN_013476,0,NONE,NONE
TXN_006581,1,MERCHANT,UNUSUAL_MERCHANT
TXN_005722,0,NONE,NONE
TXN_013265,0,NONE,NONE
TXN_000353,0,NONE,NONE
TXN_005008,0,NONE,NONE
TXN_002593,0,NONE,NONE
TXN_007989,0,NONE,NONE
TXN_003936,1,MERCHANT,UNUSUAL_MERCHANT
TXN_012850,0,NONE,NONE
TXN_005975,0,NONE,NONE
TXN_000330,1,AMOUNT_ANOMALY,SUDDEN_HIGH_VALUE
TXN_000840,0,NONE,NONE
TXN_009963,0,NONE,NONE
TXN_002340,0,NONE,NONE
TXN_014425,1,NETWORK,SHARED_DEVICE
TXN_005370,0,NONE,NONE
TXN_005683,0,NONE,NONE
TXN_004758,0,NONE,NONE
TXN_006782,0,NONE,NONE
TXN_007905,0,NONE,NONE
TXN_008184,0,NONE,NONE
TXN_011636,0,NONE,NONE
TXN_008097,0,NONE,NONE
TXN_000763,0,NONE,NONE
TXN_010590,0,NONE,NONE
TXN_001435,0,NONE,NONE
TXN_013692,0,NONE,NONE
TXN_007801,0,NONE,NONE
TXN_004297,0,NONE,NONE
TXN_006624,0,NONE,NONE
TXN_009008,0,NONE,NONE
TXN_013580,0,NONE,NONE
TXN_010303,0,NONE,NONE
TXN_012969,0,NONE,NONE
TXN_005236,0,NONE,NONE
TXN_013551,0,NONE,NONE
TXN_003312,0,NONE,NONE
TXN_006561,0,NONE,NONE
TXN_002906,0,NONE,NONE
TXN_014395,0,NONE,NONE
TXN_003675,0,NONE,NONE
TXN_008440,0,NONE,NONE
TXN_009359,0,NONE,NONE
TXN_001844,0,NONE,NONE
TXN_006619,0,NONE,NONE
TXN_009250,1,SEQUENTIAL,MICRO_TO_LARGE_ESCALATION
TXN_010614,0,NONE,NONE
TXN_002213,1,CARD_TESTING,MICRO_TRANSACTIONS
TXN_004724,0,NONE,NONE
TXN_005556,0,NONE,NONE
TXN_014186,0,NONE,NONE
TXN_013652,0,NONE,NONE
TXN_010921,0,NONE,NONE
TXN_002297,0,NONE,NONE
TXN_011186,0,NONE,NONE
TXN_009680,0,NONE,NONE
TXN_007986,0,NONE,NONE
TXN_006409,0,NONE,NONE
TXN_005653,0,NONE,NONE
TXN_003066,0,NONE,NONE
TXN_014338,0,NONE,NONE
TXN_010522,0,NONE,NONE
TXN_002478,1,AMOUNT_ANOMALY,SUDDEN_HIGH_VALUE
TXN_003859,0,NONE,NONE
TXN_010525,0,NONE,NONE
TXN_002826,0,NONE,NONE
TXN_012581,0,NONE,NONE
TXN_012405,0,NONE,NONE
TXN_013337,0,NONE,NONE
TXN_007803,1,SEQUENTIAL,MICRO_TO_LARGE_ESCALATION
TXN_001027,0,NONE,NONE
TXN_005536,0,NONE,NONE
TXN_006982,0,NONE,NONE
TXN_002339,0,NONE,NONE
TXN_009119,0,NONE,NONE
TXN_005396,0,NONE,NONE
TXN_013600,0,NONE,NONE
TXN_001072,0,NONE,NONE
TXN_004884,0,NONE,NONE
TXN_003960,0,NONE,NONE
TXN_000389,0,NONE,NONE
TXN_000316,0,NONE,NONE
TXN_012865,0,NONE,NONE
TXN_009170,1,MERCHANT,UNUSUAL_MERCHANT
TXN_005015,1,AMOUNT_ANOMALY,SUDDEN_HIGH_VALUE
TXN_000295,0,NONE,NONE
TXN_011553,0,NONE,NONE
TXN_005003,0,NONE,NONE
TXN_002623,0,NONE,NONE
TXN_001443,1,CARD_TESTING,MICRO_TRANSACTIONS
TXN_014178,0,NONE,NONE
TXN_005246,0,NONE,NONE
TXN_010854,0,NONE,NONE
TXN_007937,0,NONE,NONE
TXN_001129,0,NONE,NONE
TXN_009752,0,NONE,NONE
TXN_003991,0,NONE,NONE
TXN_005615,0,NONE,NONE
TXN_001485,0,NONE,NONE
TXN_001372,0,NONE,NONE
TXN_001444,0,NONE,NONE
TXN_011664,0,NONE,NONE
TXN_008793,0,NONE,NONE
TXN_012842,0,NONE,NONE
TXN_003536,0,NONE,NONE
TXN_001627,0,NONE,NONE
TXN_000184,0,NONE,NONE
TXN_004552,0,NONE,NONE
TXN_001544,0,NONE,NONE
TXN_004285,0,NONE,NONE
TXN_006045,0,NONE,NONE
TXN_002327,0,NONE,NONE
TXN_011690,1,AMOUNT_ANOMALY,SUDDEN_HIGH_VALUE
TXN_014974,0,NONE,NONE
TXN_013400,0,NONE,NONE
TXN_008329,0,NONE,NONE
TXN_004686,1,BEHAVIORAL,SPENDING_PATTERN_SHIFT
TXN_009199,0,NONE,NONE
TXN_008733,0,NONE,NONE
TXN_005187,0,NONE,NONE
TXN_013644,0,NONE,NONE
TXN_009523,0,NONE,NONE
TXN_011819,1,AMOUNT_ANOMALY,SUDDEN_HIGH_VALUE
TXN_003265,0,NONE,NONE
TXN_013605,0,NONE,NONE
TXN_010157,0,NONE,NONE
TXN_010036,0,NONE,NONE
TXN_002528,0,NONE,NONE
TXN_011750,0,NONE,NONE
TXN_010753,0,NONE,NONE
TXN_013620,0,NONE,NONE
TXN_012149,0,NONE,NONE
TXN_003345,0,NONE,NONE
TXN_005338,0,NONE,NONE
TXN_000851,0,NONE,NONE
TXN_000282,0,NONE,NONE
TXN_013697,0,NONE,NONE
TXN_003926,0,NONE,NONE
TXN_005227,0,NONE,NONE
TXN_002726,0,NONE,NONE
TXN_000241,0,NONE,NONE
TXN_000196,0,NONE,NONE
TXN_012769,0,NONE,NONE
TXN_011774,0,NONE,NONE
TXN_005467,0,NONE,NONE
TXN_000116,0,NONE,NONE
TXN_010940,0,NONE,NONE
TXN_002681,0,NONE,NONE
TXN_003589,0,NONE,NONE
TXN_009042,0,NONE,NONE
TXN_002921,0,NONE,NONE
TXN_014551,0,NONE,NONE
TXN_002199,1,DEVICE,NEW_DEVICE
TXN_006523,0,NONE,NONE
TXN_013371,0,NONE,NONE
TXN_012877,0,NONE,NONE
TXN_007165,0,NONE,NONE
TXN_009950,0,NONE,NONE
TXN_001476,0,NONE,NONE
TXN_009066,0,NONE,NONE
TXN_011539,0,NONE,NONE
TXN_012415,0,NONE,NONE
TXN_008673,0,NONE,NONE
TXN_003533,0,NONE,NONE
TXN_012647,0,NONE,NONE
TXN_014194,0,NONE,NONE
TXN_013937,0,NONE,NONE
TXN_010252,0,NONE,NONE
TXN_006692,0,NONE,NONE
TXN_011001,0,NONE,NONE
TXN_003567,0,NONE,NONE
TXN_008145,0,NONE,NONE
TXN_001999,1,CARD_TESTING,MICRO_TRANSACTIONS
TXN_014568,0,NONE,NONE
TXN_004738,0,NONE,NONE
TXN_002960,0,NONE,NONE
TXN_004576,0,NONE,NONE
TXN_006899,0,NONE,NONE
TXN_005448,0,NONE,NONE
TXN_008172,0,NONE,NONE
TXN_002536,0,NONE,NONE
TXN_007033,1,TIME_ANOMALY,UNUSUAL_HOUR
TXN_008082,0,NONE,NONE
TXN_001786,0,NONE,NONE
TXN_010480,0,NONE,NONE
TXN_011531,0,NONE,NONE
TXN_002772,0,NONE,NONE
TXN_010576,0,NONE,NONE
TXN_012442,0,NONE,NONE
TXN_005771,0,NONE,NONE
TXN_012341,0,NONE,NONE
TXN_005942,0,NONE,NONE
TXN_003897,0,NONE,NONE
TXN_011019,0,NONE,NONE
TXN_004119,0,NONE,NONE
TXN_002649,0,NONE,NONE
TXN_005740,0,NONE,NONE
TXN_001113,1,DEVICE,NEW_DEVICE
TXN_011611,0,NONE,NONE
TXN_006412,0,NONE,NONE
TXN_005642,0,NONE,NONE
TXN_008068,0,NONE,NONE
TXN_011215,0,NONE,NONE
TXN_003379,1,DEVICE,NEW_DEVICE
TXN_002657,0,NONE,NONE
TXN_009189,0,NONE,NONE
TXN_005203,0,NONE,NONE
TXN_005827,0,NONE,NONE
TXN_006507,0,NONE,NONE
TXN_005685,0,NONE,NONE
TXN_007425,0,NONE,NONE
TXN_004744,0,NONE,NONE
TXN_007176,0,NONE,NONE
TXN_011718,0,NONE,NONE
TXN_003098,0,NONE,NONE
TXN_012339,0,NONE,NONE
TXN_000454,0,NONE,NONE
TXN_008396,0,NONE,NONE
TXN_012998,0,NONE,NONE
TXN_002442,0,NONE,NONE
TXN_010497,0,NONE,NONE
TXN_013073,0,NONE,NONE
TXN_013877,0,NONE,NONE
TXN_010506,0,NONE,NONE
TXN_003586,0,NONE,NONE
TXN_014573,0,NONE,NONE
TXN_013678,0,NONE,NONE
TXN_000065,0,NONE,NONE
TXN_007225,0,NONE,NONE
TXN_014055,0,NONE,NONE
TXN_001987,0,NONE,NONE
TXN_005751,0,NONE,NONE
TXN_004901,0,NONE,NONE
TXN_003024,0,NONE,NONE
TXN_000123,0,NONE,NONE
TXN_011854,0,NONE,NONE
TXN_011808,1,SEQUENTIAL,MICRO_TO_LARGE_ESCALATION
TXN_011908,0,NONE,NONE
TXN_007556,0,NONE,NONE
TXN_009473,0,NONE,NONE
TXN_014098,1,AMOUNT_ANOMALY,SUDDEN_HIGH_VALUE
TXN_001029,1,AMOUNT_ANOMALY,SUDDEN_HIGH_VALUE
TXN_013661,0,NONE,NONE
TXN_011792,0,NONE,NONE
TXN_000646,0,NONE,NONE
TXN_012021,0,NONE,NONE
TXN_000411,1,SEQUENTIAL,MICRO_TO_LARGE_ESCALATION
TXN_006886,0,NONE,NONE
TXN_008103,0,NONE,NONE
TXN_010457,0,NONE,NONE
TXN_003201,0,NONE,NONE
TXN_008653,0,NONE,NONE
TXN_014881,0,NONE,NONE
TXN_010987,0,NONE,NONE
TXN_003759,0,NONE,NONE
TXN_007756,0,NONE,NONE
TXN_002342,0,NONE,NONE
TXN_013194,0,NONE,NONE
TXN_001250,0,NONE,NONE
TXN_001625,1,GEOGRAPHIC,IMPOSSIBLE_TRAVEL
TXN_010709,0,NONE,NONE
TXN_004807,0,NONE,NONE
TXN_009846,0,NONE,NONE
TXN_011018,0,NONE,NONE
TXN_006480,0,NONE,NONE
TXN_005943,0,NONE,NONE
TXN_013011,0,NONE,NONE
TXN_002111,0,NONE,NONE
TXN_009231,0,NONE,NONE
TXN_008779,0,NONE,NONE
TXN_000255,0,NONE,NONE
TXN_006673,0,NONE,NONE
TXN_000577,0,NONE,NONE
TXN_008463,0,NONE,NONE
TXN_002911,0,NONE,NONE
TXN_011561,0,NONE,NONE
TXN_005524,0,NONE,NONE
TXN_000301,0,NONE,NONE
TXN_002489,0,NONE,NONE
TXN_006136,0,NONE,NONE
TXN_011391,0,NONE,NONE
TXN_006537,0,NONE,NONE
TXN_005268,0,NONE,NONE
TXN_004412,0,NONE,NONE
TXN_011768,0,NONE,NONE
TXN_014886,0,NONE,NONE
TXN_006003,0,NONE,NONE
TXN_001215,1,SEQUENTIAL,MICRO_TO_LARGE_ESCALATION
TXN_001643,1,BEHAVIORAL,SPENDING_PATTERN_SHIFT
TXN_010283,0,NONE,NONE
TXN_007304,1,GEOGRAPHIC,IMPOSSIBLE_TRAVEL
TXN_008459,0,NONE,NONE
TXN_000158,0,NONE,NONE
TXN_006729,1,CARD_TESTING,MICRO_TRANSACTIONS
TXN_003416,1,VELOCITY,RAPID_TRANSACTIONS
TXN_008283,0,NONE,NONE
TXN_000305,0,NONE,NONE
TXN_009156,0,NONE,NONE
TXN_012044,0,NONE,NONE
TXN_001647,0,NONE,NONE
TXN_012747,0,NONE,NONE
TXN_014340,0,NONE,NONE
TXN_014523,0,NONE,NONE
TXN_006064,0,NONE,NONE
TXN_011327,0,NONE,NONE
TXN_006410,0,NONE,NONE
TXN_002807,0,NONE,NONE
TXN_008696,0,NONE,NONE
TXN_005888,0,NONE,NONE
TXN_008912,0,NONE,NONE
TXN_008354,0,NONE,NONE
TXN_001959,0,NONE,NONE
TXN_011155,1,VELOCITY,RAPID_TRANSACTIONS
TXN_012529,0,NONE,NONE
TXN_003906,0,NONE,NONE
TXN_008579,0,NONE,NONE
TXN_004639,0,NONE,NONE
TXN_006645,0,NONE,NONE
TXN_005506,0,NONE,NONE
TXN_003840,0,NONE,NONE
TXN_009891,0,NONE,NONE
TXN_000334,0,NONE,NONE
TXN_009553,0,NONE,NONE
TXN_004456,0,NONE,NONE
TXN_009682,0,NONE,NONE
TXN_013158,0,NONE,NONE
TXN_007047,0,NONE,NONE
TXN_005616,0,NONE,NONE
TXN_002287,0,NONE,NONE
TXN_003297,0,NONE,NONE
TXN_004017,0,NONE,NONE
TXN_014383,0,NONE,NONE
TXN_011987,0,NONE,NONE
TXN_004025,0,NONE,NONE
TXN_000455,0,NONE,NONE
TXN_000325,0,NONE,NONE
TXN_012505,0,NONE,NONE
TXN_011290,0,NONE,NONE
TXN_009382,0,NONE,NONE
TXN_000572,0,NONE,NONE
TXN_002643,0,NONE,NONE
TXN_010216,0,NONE,NONE
TXN_004929,0,NONE,NONE
TXN_009058,0,NONE,NONE
TXN_006520,0,NONE,NONE
TXN_001739,0,NONE,NONE
TXN_002820,0,NONE,NONE
TXN_007973,0,NONE,NONE
TXN_006423,0,NONE,NONE
TXN_000564,0,NONE,NONE
TXN_006880,0,NONE,NONE
TXN_006704,0,NONE,NONE
TXN_009569,0,NONE,NONE
TXN_005750,0,NONE,NONE
TXN_009458,1,TIME_ANOMALY,UNUSUAL_HOUR
TXN_001365,0,NONE,NONE
TXN_003182,0,NONE,NONE
TXN_001207,1,DEVICE,NEW_DEVICE
TXN_006138,0,NONE,NONE
TXN_008009,1,TIME_ANOMALY,UNUSUAL_HOUR
TXN_009649,0,NONE,NONE
TXN_009221,0,NONE,NONE
TXN_002829,0,NONE,NONE
TXN_002158,0,NONE,NONE
TXN_001119,0,NONE,NONE
TXN_009424,0,NONE,NONE
TXN_009773,0,NONE,NONE
TXN_007369,0,NONE,NONE
TXN_007853,0,NONE,NONE
TXN_005411,0,NONE,NONE
TXN_013498,0,NONE,NONE
TXN_013686,0,NONE,NONE
TXN_011744,0,NONE,NONE
TXN_007450,0,NONE,NONE
TXN_012650,0,NONE,NONE
TXN_000769,0,NONE,NONE
TXN_000719,0,NONE,NONE
TXN_005684,0,NONE,NONE
TXN_010207,1,AMOUNT_ANOMALY,SUDDEN_HIGH_VALUE
TXN_002963,0,NONE,NONE
TXN_000262,0,NONE,NONE
TXN_004422,0,NONE,NONE
TXN_000006,0,NONE,NONE
TXN_009463,0,NONE,NONE
TXN_003059,0,NONE,NONE
TXN_014817,0,NONE,NONE
TXN_006668,0,NONE,NONE
TXN_011352,0,NONE,NONE
TXN_008635,0,NONE,NONE
TXN_009789,0,NONE,NONE
TXN_005820,0,NONE,NONE
TXN_000921,0,NONE,NONE
TXN_008892,0,NONE,NONE
TXN_007191,0,NONE,NONE
TXN_005913,0,NONE,NONE
TXN_011122,0,NONE,NONE
TXN_010464,0,NONE,NONE
TXN_014810,0,NONE,NONE
TXN_008905,0,NONE,NONE
TXN_000174,1,DEVICE,NEW_DEVICE
TXN_002571,0,NONE,NONE
TXN_012611,0,NONE,NONE
TXN_011707,0,NONE,NONE
TXN_002580,1,DEVICE,NEW_DEVICE
TXN_006361,0,NONE,NONE
TXN_006274,1,GEOGRAPHIC,IMPOSSIBLE_TRAVEL
TXN_005863,0,NONE,NONE
TXN_012458,0,NONE,NONE
TXN_003679,1,CARD_TESTING,MICRO_TRANSACTIONS
TXN_003818,0,NONE,NONE
TXN_005924,0,NONE,NONE
TXN_002017,1,MERCHANT,UNUSUAL_MERCHANT
TXN_014644,0,NONE,NONE
TXN_011587,1,TIME_ANOMALY,UNUSUAL_HOUR
TXN_004313,0,NONE,NONE
TXN_008744,0,NONE,NONE
TXN_001990,0,NONE,NONE
TXN_006125,0,NONE,NONE
TXN_012688,0,NONE,NONE
TXN_011154,0,NONE,NONE
TXN_000132,0,NONE,NONE
TXN_007407,0,NONE,NONE
TXN_012579,0,NONE,NONE
TXN_008285,0,NONE,NONE
TXN_005647,0,NONE,NONE
TXN_007852,0,NONE,NONE
TXN_013815,0,NONE,NONE
TXN_005180,0,NONE,NONE
TXN_013729,0,NONE,NONE
TXN_008607,0,NONE,NONE
TXN_013398,0,NONE,NONE
TXN_014496,0,NONE,NONE
