transaction_id,customer_id,card_id,account_id,timestamp,ingestion_timestamp,amount,currency,transaction_type,payment_channel,card_present,international_transaction,installment,is_recurring,merchant_id,merchant_category,device_id,device_type,operating_system,browser,country,state,city,latitude,longitude,ip_country,ip_region,ip_city,previous_transaction_time,previous_amount,previous_city,previous_device_id,time_since_previous_transaction_sec,customer_avg_amount,customer_median_amount,customer_max_amount,amount_vs_customer_average,amount_vs_customer_median,amount_zscore,transaction_count_1min,transaction_count_5min,transaction_count_15min,transaction_count_1h,transaction_count_24h,amount_sum_1min,amount_sum_5min,amount_sum_15min,amount_sum_1h,amount_sum_24h,hour,day_of_week,is_weekend,is_night,is_new_device,device_card_count,device_customer_count,distance_from_previous_km,estimated_travel_speed_kmh,is_new_location,same_amount_count_5min,micro_transaction_count_5min,micro_to_large_sequence,is_new_merchant,card_previous_fraud_count,device_previous_fraud_count,merchant_previous_fraud_count,rapid_escalation_flag,small_amount_then_large_transaction,is_outside_typical_hours,is_fraud,fraud_category,fraud_subcategory
TXN_008340,CUST_02126,CARD_01448,ACC_01448,2026-01-01 04:20:00,2026-01-01 04:20:02,2541.26,INR,PURCHASE,WEB,1,0,0,0,MERCH_1121,Food,DEV_00933,DESKTOP,Windows,Edge,India,Telangana,Hyderabad,17.38886240508328,78.48397598872681,India,Telangana,Hyderabad,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.3695786322321957,1.3695786322321957,0.36937955997963917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,1,0,NONE,NONE
TXN_005931,CUST_00275,CARD_01722,ACC_01722,2026-01-01 04:22:00,2026-01-01 04:22:05,4205.0,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0885,Gaming,DEV_02781,MOBILE,Android,Chrome,India,Delhi,Delhi,28.606517434233833,77.22165278580464,India,Delhi,Delhi,,0.0,,,-1.0,1855.505,1855.505,1855.505,2.2662294092443833,2.2662294092443833,1.265547359150662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,1,0,NONE,NONE
TXN_002749,CUST_01409,CARD_01089,ACC_01089,2026-01-01 04:56:00,2026-01-01 04:56:05,3205.94,INR,PURCHASE,POS,1,0,0,0,MERCH_0875,Electronics,DEV_01635,DESKTOP,Windows,Firefox,India,Telangana,Hyderabad,17.363140246398025,78.49479730403507,India,Telangana,Hyderabad,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.7277991705762044,1.7277991705762044,0.7274071440690975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,1,0,NONE,NONE
TXN_005046,CUST_01206,CARD_02345,ACC_02345,2026-01-01 04:57:00,2026-01-01 04:57:00,1355.85,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_1162,Entertainment,DEV_01555,DESKTOP,Android,Safari,India,Maharashtra,Pune,18.49192390230343,73.85485974342059,India,Maharashtra,Pune,,0.0,,,-1.0,1855.505,1855.505,1855.505,0.7307175135609981,0.7307175135609981,-0.26913743835863635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,1,0,NONE,NONE
TXN_003706,CUST_00456,CARD_04713,ACC_04713,2026-01-01 05:25:00,2026-01-01 05:25:04,866.01,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0823,Food,DEV_02388,DESKTOP,Windows,Chrome,India,Rajasthan,Jaipur,26.894990273064074,75.80273154494859,India,Rajasthan,Jaipur,,0.0,,,-1.0,1855.505,1855.505,1855.505,0.46672469219969764,0.46672469219969764,-0.5329880608993781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0,1,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,1,0,NONE,NONE
TXN_014010,CUST_00118,CARD_03278,ACC_03278,2026-01-01 05:26:00,2026-01-01 05:26:00,3657.48,INR,PURCHASE,WEB,1,0,0,0,MERCH_1031,Clothing,DEV_00704,MOBILE,Android,Chrome,India,Karnataka,Bengaluru,12.99432294935411,77.61069754226715,India,Karnataka,Bengaluru,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.9711507109924251,1.9711507109924251,0.9706276040193804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0,1,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,1,0,NONE,NONE
TXN_003771,CUST_01555,CARD_01093,ACC_01093,2026-01-01 05:31:00,2026-01-01 05:31:08,2271.66,INR,PURCHASE,POS,1,0,0,1,MERCH_0056,Food,DEV_03201,DESKTOP,Android,Chrome,India,Rajasthan,Jaipur,26.901671362683693,75.75858428576129,India,Rajasthan,Jaipur,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.2242812603576922,1.2242812603576922,0.2241604520321786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0,1,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,1,0,NONE,NONE
TXN_013199,CUST_00041,CARD_02003,ACC_02003,2026-01-01 05:45:00,2026-01-01 05:45:08,1153.7,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0981,Clothing,DEV_02092,MOBILE,iOS,Safari,India,Maharashtra,Pune,18.541225370010732,73.85359716298424,India,Maharashtra,Pune,,0.0,,,-1.0,1855.505,1855.505,1855.505,0.6217714314970857,0.6217714314970857,-0.37802483699209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0,1,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,1,0,NONE,NONE
TXN_013031,CUST_00074,CARD_01118,ACC_01118,2026-01-01 06:55:00,2026-01-01 06:55:01,2535.17,INR,PURCHASE,POS,1,0,0,0,MERCH_0019,Travel,DEV_03283,MOBILE,macOS,Edge,India,Telangana,Hyderabad,17.375371932748383,78.50456302059796,India,Telangana,Hyderabad,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.3662965068808761,1.3662965068808761,0.3660992025337933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_006503,CUST_00442,CARD_03544,ACC_03544,2026-01-01 07:44:00,2026-01-01 07:44:02,3386.56,INR,ATM,POS,0,0,0,0,MERCH_0753,Online_Shopping,DEV_03223,DESKTOP,macOS,Firefox,India,Delhi,Delhi,28.613727379468294,77.22089055172002,India,Delhi,Delhi,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.8251419424900497,1.8251419424900497,0.8246974826353819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_007405,CUST_01359,CARD_04045,ACC_04045,2026-01-01 07:47:00,2026-01-01 07:47:06,3114.08,INR,PURCHASE,WEB,1,0,0,0,MERCH_0667,Utilities,DEV_00224,MOBILE,Android,Edge,India,West Bengal,Kolkata,22.590880184598014,88.38531600327259,India,West Bengal,Kolkata,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.6782924325183708,1.6782924325183708,0.6779270726445659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_005967,CUST_01560,CARD_01340,ACC_01340,2026-01-01 07:49:00,2026-01-01 07:49:00,811.39,INR,PURCHASE,POS,1,0,0,1,MERCH_0116,Gaming,DEV_02860,DESKTOP,Windows,Chrome,India,Tamil Nadu,Chennai,13.109172522993367,80.27947721703603,India,Tamil Nadu,Chennai,,0.0,,,-1.0,1855.505,1855.505,1855.505,0.437287962037289,0.437287962037289,-0.5624089350688526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_008531,CUST_00519,CARD_04819,ACC_04819,2026-01-01 07:58:00,2026-01-01 07:58:08,773.97,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_1045,Travel,DEV_02430,MOBILE,iOS,Edge,India,Gujarat,Surat,21.146716899501943,72.81010958975912,India,Gujarat,Surat,,0.0,,,-1.0,1855.505,1855.505,1855.505,0.4171209455107909,0.4171209455107909,-0.5825650887016195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_004399,CUST_01403,CARD_02907,ACC_02907,2026-01-01 07:59:00,2026-01-01 07:59:06,2458.9,INR,PURCHASE,POS,1,0,0,0,MERCH_0268,Grocery,DEV_02418,MOBILE,Android,Firefox,India,Maharashtra,Mumbai,19.089723338777066,72.87990185806287,India,Maharashtra,Mumbai,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.3251917941476847,1.3251917941476847,0.3250166307120099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_013208,CUST_02385,CARD_02106,ACC_02106,2026-01-01 08:02:00,2026-01-01 08:02:05,2165.09,INR,ATM,MOBILE,0,0,1,0,MERCH_0649,Healthcare,DEV_00593,MOBILE,Android,Safari,India,Tamil Nadu,Chennai,13.078337610711891,80.28223210170056,India,Tamil Nadu,Chennai,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.1668467613937985,1.1668467613937985,0.166756889962591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_010523,CUST_01585,CARD_04140,ACC_04140,2026-01-01 08:09:00,2026-01-01 08:09:04,2934.89,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_0195,Healthcare,DEV_02150,MOBILE,macOS,Chrome,India,Delhi,Delhi,28.621498970420863,77.21326468298759,India,Delhi,Delhi,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.5817203402847202,1.5817203402847202,0.5814069986345308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_000745,CUST_02043,CARD_01527,ACC_01527,2026-01-01 08:12:00,2026-01-01 08:12:03,3551.57,INR,ONLINE_PURCHASE,WEB,0,0,0,1,MERCH_0579,Fuel,DEV_00209,MOBILE,iOS,Chrome,India,Maharashtra,Mumbai,19.088515103317356,72.87528489733994,India,Maharashtra,Mumbai,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.9140719103424675,1.9140719103424675,0.9135795486680618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_002678,CUST_01960,CARD_03463,ACC_03463,2026-01-01 08:13:00,2026-01-01 08:13:03,2519.26,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0725,Travel,DEV_01892,TABLET,macOS,Chrome,India,Gujarat,Surat,21.15346748818931,72.81939824827556,India,Gujarat,Surat,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.3577220217676589,1.3577220217676589,0.357529336037339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_007301,CUST_02188,CARD_01868,ACC_01868,2026-01-01 09:46:00,2026-01-01 09:46:04,17832.54,INR,PURCHASE,WEB,1,0,0,0,MERCH_0673,Hospitality,DEV_03304,MOBILE,iOS,Chrome,India,Delhi,Delhi,28.626110548306176,77.1935961374599,India,Delhi,Delhi,,0.0,,,-1.0,1855.505,1855.505,1855.505,9.61061274423944,9.61061274423944,8.60597466745309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_005027,CUST_01147,CARD_01826,ACC_01826,2026-01-01 09:51:00,2026-01-01 09:51:01,60008.43,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_0499,Grocery,DEV_02169,DESKTOP,iOS,Chrome,India,Karnataka,Bengaluru,13.000582144191725,77.58402677840296,India,Karnataka,Bengaluru,,0.0,,,-1.0,1855.505,1855.505,1855.505,32.34075359538239,32.34075359538239,31.323872006808493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,1,AMOUNT_ANOMALY,SUDDEN_HIGH_VALUE
TXN_005970,CUST_01131,CARD_04922,ACC_04922,2026-01-01 10:20:00,2026-01-01 10:20:04,1058.75,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0583,Clothing,DEV_01857,DESKTOP,Windows,Chrome,India,Gujarat,Surat,21.166206569906905,72.86389054747002,India,Gujarat,Surat,,0.0,,,-1.0,1855.505,1855.505,1855.505,0.5705993786058242,0.5705993786058242,-0.4291693262339719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_014627,CUST_02244,CARD_03644,ACC_03644,2026-01-01 10:49:00,2026-01-01 10:49:06,704.5,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0055,Grocery,DEV_02668,DESKTOP,Android,Safari,India,Tamil Nadu,Chennai,13.123210999326332,80.27852145727597,India,Tamil Nadu,Chennai,,0.0,,,-1.0,1855.505,1855.505,1855.505,0.37968100328482,0.37968100328482,-0.6199848640321465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_007689,CUST_00822,CARD_03829,ACC_03829,2026-01-01 10:59:00,2026-01-01 10:59:03,9278.32,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_1171,Food,DEV_02226,MOBILE,Android,Chrome,India,Karnataka,Bengaluru,12.969014845294687,77.57843962446961,India,Karnataka,Bengaluru,,0.0,,,-1.0,1855.505,1855.505,1855.505,5.000428454787241,5.000428454787241,3.9982736378302235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_011743,CUST_01335,CARD_00749,ACC_00749,2026-01-01 11:21:00,2026-01-01 11:21:05,1602.37,INR,PURCHASE,POS,1,0,0,0,MERCH_0819,Hospitality,DEV_01249,MOBILE,macOS,Chrome,India,Telangana,Hyderabad,17.38044779158251,78.48589930282903,India,Telangana,Hyderabad,,0.0,,,-1.0,1855.505,1855.505,1855.505,0.8635762231845238,0.8635762231845238,-0.1363502926197345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_009622,CUST_01759,CARD_02237,ACC_02237,2026-01-01 11:37:00,2026-01-01 11:37:03,2451.32,INR,PURCHASE,MOBILE,1,1,0,0,MERCH_0091,Grocery,DEV_00814,DESKTOP,Android,Chrome,India,West Bengal,Kolkata,22.574601245596526,88.34185058340275,India,West Bengal,Kolkata,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.3211066529058126,1.3211066529058126,0.3209336899173447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_004282,CUST_02220,CARD_00823,ACC_00823,2026-01-01 11:43:00,2026-01-01 11:43:01,8420.6,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0032,Online_Shopping,DEV_00802,MOBILE,Windows,Safari,India,Delhi,Delhi,28.61430306876943,77.20802493273533,India,Delhi,Delhi,,0.0,,,-1.0,1855.505,1855.505,1855.505,4.538171548985317,4.538171548985317,3.53626572511251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_011441,CUST_01013,CARD_01508,ACC_01508,2026-01-01 11:49:00,2026-01-01 11:49:01,1055.54,INR,PURCHASE,POS,1,0,0,0,MERCH_0594,Hospitality,DEV_00572,MOBILE,Windows,Safari,India,West Bengal,Kolkata,22.574904954339615,88.35332860154796,India,West Bengal,Kolkata,,0.0,,,-1.0,1855.505,1855.505,1855.505,0.5688693913516805,0.5688693913516805,-0.4308983816364621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_006594,CUST_01635,CARD_00408,ACC_00408,2026-01-01 11:53:00,2026-01-01 11:53:05,2104.93,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0117,Food,DEV_00193,MOBILE,Android,Chrome,India,Karnataka,Bengaluru,12.982754250910478,77.57962792468446,India,Karnataka,Bengaluru,,0.0,,,-1.0,1855.505,1855.505,1855.505,1.1344243211416836,1.1344243211416836,0.13435191394582816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_012346,CUST_00709,CARD_01003,ACC_01003,2026-01-01 12:07:00,2026-01-01 12:07:02,3756.64,INR,ONLINE_PURCHASE,WEB,0,0,0,0,MERCH_0525,Grocery,DEV_03472,MOBILE,Android,Chrome,India,West Bengal,Kolkata,22.561610831810185,88.36265931834718,India,West Bengal,Kolkata,,0.0,,,-1.0,1855.505,1855.505,1855.505,2.0245916879771273,2.0245916879771273,1.0240397952065843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
TXN_014271,CUST_00349,CARD_01850,ACC_01850,2026-01-01 12:16:00,2026-01-01 12:16:05,407.97,INR,PURCHASE,MOBILE,1,0,0,0,MERCH_0075,Fuel,DEV_00932,MOBILE,iOS,Safari,India,Gujarat,Surat,21.135893090362924,72.84976249139874,India,Gujarat,Surat,,0.0,,,-1.0,1855.505,1855.505,1855.505,0.21987006232804546,0.21987006232804546,-0.7797097233780679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,NONE,NONE
